iter	RMSE
148	0.453350429
149	0.4521001983
150	0.4513813663
151	0.4504898874
152	0.4492204679
153	0.4482825843
154	0.4472731991
155	0.4464240982
156	0.4459203904
157	0.4448553578
158	0.4437545982
159	0.4428271617
160	0.4419760859
161	0.4409231433
162	0.4401519185
163	0.439571013
164	0.4386951301
165	0.4378413978
166	0.4368861048
167	0.4358773128
168	0.4348276636
169	0.4342757779
170	0.433427742
171	0.4325526626
172	0.4320094099
173	0.4310541314
174	0.4302052
175	0.4291929521
176	0.428573276
177	0.4274291613
178	0.4266255446
179	0.425815888
180	0.4248702938
181	0.4242381535
182	0.4234098782
183	0.4226122095
184	0.4219392078
185	0.4209988485
186	0.4200823252
187	0.4193777637
188	0.418430128
189	0.4178330744
190	0.416663339
191	0.4157793986
192	0.4148959821
193	0.4142159722
194	0.4134124267
195	0.4128565191
196	0.4118928072
197	0.4110798239
198	0.4101917978
199	0.4092722884
200	0.4084911651
201	0.4081089575
202	0.4073372677
203	0.4068789325
204	0.4062866066
205	0.4053895165
206	0.4048625481
207	0.4043944479
208	0.4035116155
209	0.4026707852
210	0.4019642997
211	0.4014134667
212	0.4006580022
213	0.3998858943
214	0.3991136829
215	0.3984532685
216	0.3976918038
217	0.3970042782
218	0.3964667584
219	0.3958565476
220	0.395172051
221	0.3944332203
222	0.393770064
223	0.3932539581
224	0.3923695881
225	0.3918597578
226	0.3909943683
227	0.3903743867
228	0.3900824321
229	0.3892233676
230	0.3884820397
231	0.3875566374
232	0.3867949153
233	0.3864390855
234	0.3854665034
235	0.3848191338
236	0.3840991015
237	0.3835338504
238	0.383106061
239	0.3826402099
240	0.3819427853
241	0.3811674496
242	0.3805013446
243	0.3798794794
244	0.379256647
245	0.3786501181
246	0.3782446195
247	0.3777704958
248	0.3769481173
249	0.3764612436
250	0.3760847979
251	0.3755714325
252	0.3751560322
253	0.3749047014
254	0.3742353029
255	0.3735362781
256	0.3727912635
257	0.3720965067
258	0.371373887
259	0.3707878858
260	0.3698057492
261	0.3691550963
262	0.3684542109
263	0.3678293076
264	0.3671584056
265	0.3663859075
266	0.3655347153
267	0.3648726349
268	0.3641246488
269	0.3637036651
270	0.3631309047
271	0.3624991534
272	0.3618274071
273	0.3614212853
274	0.3608618745
275	0.3603831072
276	0.3595555622
277	0.3590345506
278	0.3585707783
279	0.3580680807
280	0.3573709519
281	0.3568083359
282	0.3560854386
283	0.3554757805
284	0.3551762208
285	0.3547363533
286	0.3537509337
287	0.3529017446
288	0.3522764527
289	0.3518509417
290	0.3513495505
291	0.3507708131
292	0.3499218891
293	0.349314873
294	0.3484457559
295	0.3478392909
296	0.3473551926
297	0.3464556115
298	0.3456868906
299	0.3451042225
300	0.3443190335
301	0.3434189915
302	0.3430414604
303	0.3424492451
304	0.3417107016
305	0.3411088295
306	0.3402744779
307	0.3397504184
308	0.3390838835
309	0.3386004002
310	0.3379383673
311	0.3371079328
312	0.3365406056
313	0.3360750839
314	0.3354325
315	0.3347310819
316	0.3342267897
317	0.3336479922
318	0.3326448351
319	0.3318802962
320	0.3311192812
321	0.3306008496
322	0.330099881
323	0.3295540456
324	0.3288481942
325	0.3281421476
326	0.3276938298
327	0.3272695378
328	0.3267594698
329	0.3262841598
330	0.3258058009
331	0.3251819494
332	0.3247558642
333	0.3241572248
334	0.323404419
335	0.3229292812
336	0.3222501501
337	0.3214823193
338	0.3208577435
339	0.3201911937
340	0.3193735195
341	0.3187074894
342	0.3180615594
343	0.3175307257
344	0.3167530991
345	0.3161793588
346	0.3156422578
347	0.3150086886
348	0.3144694388
349	0.3138455707
350	0.3133936435
351	0.3128658553
352	0.3123923763
353	0.3119333199
354	0.3114976423
355	0.3108566633
356	0.31023382
357	0.3094452907
358	0.3089644041
359	0.3082946961
360	0.3078168082
361	0.3071365198
362	0.3066329111
363	0.3060871446
364	0.3055374356
365	0.3051847444
366	0.3047457216
367	0.3044078575
368	0.3038137523
369	0.3033602445
370	0.3027218923
371	0.3021820926
372	0.3016408469
373	0.301165255
374	0.3004768767
375	0.30014877
376	0.2993665698
377	0.2988461651
378	0.2983770223
379	0.2978261938
380	0.2969667911
381	0.2963005513
382	0.2958192219
383	0.2953008633
384	0.2946820477
385	0.2939516158
386	0.2933288185
387	0.2927036077
388	0.2918900293
389	0.2913625469
390	0.2907192574
391	0.2903947056
392	0.2898463579
393	0.2894059676
394	0.2888603993
395	0.2885052728
396	0.2881036046
397	0.2875959738
398	0.2872117893
399	0.2864291133
400	0.2858959301
401	0.2853490166
402	0.2848999954
403	0.2844409226
404	0.283856964
405	0.2833226339
406	0.282771724
407	0.282407809
408	0.2817645932
409	0.2811887151
410	0.2806539761
411	0.2801262458
412	0.2796629084
413	0.2790553017
414	0.2785600796
415	0.2781652781
416	0.2774763414
417	0.2769653141
418	0.2764363458
419	0.2759158102
420	0.2755589027
421	0.2748482072
422	0.2741986688
423	0.2736850249
424	0.2732779378
425	0.2728402805
426	0.272387419
427	0.2719481275
428	0.2713873604
429	0.2709845544
430	0.2704966997
431	0.2701100573
432	0.2697757171
433	0.269385857
434	0.2689223422
435	0.268411365
436	0.2678787967
437	0.2674314644
438	0.2669661278
439	0.266700259
440	0.2662580688
441	0.2657686497
442	0.265312469
443	0.264923015
444	0.2644757248
445	0.2639910415
446	0.2635214626
447	0.2630299345
448	0.26265522
449	0.2623615617
450	0.2616806929
451	0.2613355784
452	0.2607419774
453	0.2603460959
454	0.2597324045
455	0.2592844077
456	0.2588386873
457	0.2581251564
458	0.2575144377
459	0.2571291447
460	0.2566090609
461	0.2561915471
462	0.2558115958
463	0.2551134121
464	0.2547006032
465	0.254289733
466	0.25389604
467	0.2533906439
468	0.2529445782
469	0.2523780524
470	0.2519286427
471	0.2515421149
472	0.2507738631
473	0.2503818819
474	0.2498916412
475	0.2493931877
476	0.248968151
477	0.2484855006
478	0.2481224948
479	0.2477058587
480	0.2472605231
481	0.2468229709
482	0.2463425175
483	0.2458364075
484	0.2453127811
485	0.2448991143
486	0.2443882224
487	0.2439323445
488	0.2435156669
489	0.2431626466
490	0.2426965417
491	0.2422465942
492	0.2417910241
493	0.2414717788
494	0.2408053178
495	0.2403691369
496	0.239760031
497	0.2393627302
498	0.2389095734
499	0.2385099823
500	0.2380856552
501	0.2377686583
502	0.23719311
503	0.2368834523
504	0.2365834463
505	0.2361375453
506	0.2357143063
507	0.235234138
508	0.234831564
509	0.2342374691
510	0.2338407339
511	0.2334890152
512	0.2330939647
513	0.2327522235
514	0.2322632001
515	0.2317620809
516	0.2314235202
517	0.231081198
518	0.2307969242
519	0.2303843036
520	0.2299652189
521	0.2296197472
522	0.228975723
523	0.2285691111
524	0.2280638518
525	0.2276614571
526	0.2273895859
527	0.2269799217
528	0.2265804222
529	0.2261556729
530	0.2257863074
531	0.225305685
532	0.2248951995
533	0.224544588
534	0.2242594082
535	0.2237652182
536	0.2232907764
537	0.2230752637
538	0.2227379095
539	0.2222769145
540	0.2218339165
541	0.2213658013
542	0.2208514287
543	0.2204778732
544	0.2201279524
545	0.2196943423
546	0.2193404996
547	0.2189580439
548	0.2187220279
549	0.2183477051
550	0.2180161348
551	0.2176380757
552	0.2172077786
553	0.2167415544
554	0.2164499846
555	0.2159411009
556	0.2155026648
557	0.2150599686
558	0.2146314037
559	0.2143764391
560	0.2140201952
561	0.2138027709
562	0.2134194789
563	0.2129886074
564	0.2126695954
565	0.2122725711
566	0.2119193385
567	0.2115815837
568	0.2112202281
569	0.2107581809
570	0.2105134317
571	0.2102635752
572	0.2098948551
573	0.209496845
574	0.2091689046
575	0.2087743516
576	0.2083771967
577	0.2079936627
578	0.2076082485
579	0.2071269282
580	0.2067702968
581	0.2063840579
582	0.2059780636
583	0.2057305428
584	0.2052703856
585	0.2049127072
586	0.2045277122
587	0.2042676871
588	0.2038729861
589	0.2035973436
590	0.2032471272
591	0.2029615015
592	0.2026343153
593	0.2024225772
594	0.2022036061
595	0.201819099
596	0.2014297593
597	0.2010583118
598	0.2008308949
599	0.2004755072
600	0.2001397378
601	0.1996492251
602	0.1990828759
603	0.1987049719
604	0.1983006097
605	0.1979472103
606	0.1975477464
607	0.1971763827
608	0.1969073313
609	0.1963528007
610	0.1960844507
611	0.1958727401
612	0.1956025683
613	0.1953789293
614	0.1951517117
615	0.194847068
616	0.1944287954
617	0.1940444588
618	0.1937699366
619	0.1934538534
620	0.19312172
621	0.1927368962
622	0.1924666109
623	0.1920985409
624	0.1918092655
625	0.1914416596
626	0.1910335764
627	0.1906521366
628	0.1903999332
629	0.1901675306
630	0.1897998973
631	0.1893839599
632	0.1891026694
633	0.1888209197
634	0.1885603092
635	0.188335084
636	0.1878458449
637	0.1875924539
638	0.1873525992
639	0.1870976161
640	0.1868678606
641	0.1866438822
642	0.1861000573
643	0.1858866499
644	0.1856285034
645	0.1853522514
646	0.1850643376
647	0.1847426585
648	0.1844472745
649	0.184066749
650	0.1838100334
651	0.1835028009
652	0.1831811669
653	0.1828210339
654	0.1824017641
655	0.1820829497
656	0.1817374173
657	0.1814813659
658	0.1812505285
659	0.1809749654
660	0.1805771017
661	0.1802762453
662	0.1799430312
663	0.1796451652
664	0.1794942131
665	0.1792640534
666	0.1789219198
667	0.1786088273
668	0.1782544275
669	0.1780170094
670	0.1776525995
671	0.1773326261
672	0.1769092643
673	0.1765690898
674	0.1763334456
675	0.1758984343
676	0.1756520781
677	0.1754093698
678	0.1748375965
679	0.1745705936
680	0.1742469847
681	0.1738100386
682	0.1736408932
683	0.1732587609
684	0.1729609998
685	0.1728140533
686	0.1725307945
687	0.1722307405
688	0.1719880141
689	0.1716650526
690	0.1713921091
691	0.1711619071
692	0.1709034888
693	0.1707807694
694	0.1704962814
695	0.170289414
696	0.1699969791
697	0.1697460581
698	0.1694011013
699	0.1691069706
700	0.1688367021
701	0.1685627782
702	0.1682449537
703	0.1680180733
704	0.1677199335
705	0.1674924348
706	0.1671808401
707	0.1669389905
708	0.166643046
709	0.1663786614
710	0.1660235598
711	0.1657149454
712	0.1653949322
713	0.165099168
714	0.1648462257
715	0.164533044
716	0.1643079017
717	0.1640484793
718	0.1637294963
719	0.1634387369
720	0.163108663
721	0.1628155137
722	0.1626027563
723	0.1622713427
724	0.1620821591
725	0.1618218051
726	0.1614945988
727	0.1612246881
728	0.1609416928
729	0.1606271334
730	0.1603148424
731	0.1600141868
732	0.1598056714
733	0.1595332393
734	0.1592568709
735	0.1590303295
736	0.1587617502
737	0.1584892786
738	0.1582146295
739	0.1578937004
740	0.1576336617
741	0.1574214815
742	0.1572030182
743	0.1569074653
744	0.1564911884
745	0.1563451172
746	0.1560537133
747	0.1558296786
748	0.1555325048
749	0.1552354228
750	0.1549982693
751	0.1547992269
752	0.1545247653
753	0.1543041606
754	0.1539565062
755	0.1537068581
756	0.1534909811
757	0.1531439486
758	0.1529042849
759	0.1526561982
760	0.1524348274
761	0.1521925466
762	0.1519622172
763	0.1516616334
764	0.1514046553
765	0.1512809995
766	0.1510842626
767	0.1508085106
768	0.1506038744
769	0.1503336266
770	0.1500495163
771	0.1497890469
772	0.1495244836
773	0.1493269286
774	0.1491343849
775	0.1488907938
776	0.1486310703
777	0.1483148812
778	0.1480853887
779	0.1478865406
780	0.1476842962
781	0.1473985893
782	0.1470676925
783	0.1468603729
784	0.1465680773
785	0.1464088964
786	0.1462230454
787	0.1460636526
788	0.1458523629
789	0.1455407658
790	0.1452561041
791	0.1449757901
792	0.1446587931
793	0.1444829218
794	0.1442429983
795	0.1440166632
796	0.1438403326
797	0.1436188904
798	0.1434907284
799	0.1432237736
800	0.142998739
801	0.1428579247
802	0.1425538438
803	0.1423917498
804	0.1421710673
805	0.1418825672
806	0.1416814185
807	0.1414593789
808	0.1412556248
809	0.1409899919
810	0.1407420258
811	0.1405730742
812	0.1404291733
813	0.1402399387
814	0.1400600396
815	0.1397493032
816	0.1395411382
817	0.1393120345
818	0.1391069352
819	0.1388832944
820	0.1386783378
821	0.1384632671
822	0.1382726995
823	0.1381438717
824	0.1379496332
825	0.1376834298
826	0.1375606226
827	0.137386449
828	0.1370838097
829	0.1368983825
830	0.1367726353
831	0.1363551493
832	0.1361962781
833	0.1360642956
834	0.1359042802
835	0.1357252885
836	0.1354883006
837	0.1352932638
838	0.1351581476
839	0.1348798806
840	0.1345915683
841	0.1343858122
842	0.134182402
843	0.1339401233
844	0.1338111208
845	0.1336982989
846	0.133390082
847	0.13325362
848	0.1331142956
849	0.1328740229
850	0.1325074603
851	0.1323101881
852	0.1321055376
853	0.1319164741
854	0.1317388948
855	0.1314996783
856	0.1312649791
857	0.1309975712
858	0.1306887838
859	0.1304769913
860	0.1302665345
861	0.130090719
862	0.1298176712
863	0.129667178
864	0.1294426187
865	0.1292014084
866	0.1289944648
867	0.128854305
868	0.1285810805
869	0.1284340052
870	0.1281662535
871	0.1280511371
872	0.1278105292
873	0.1274544022
874	0.1272787399
875	0.1270836137
876	0.1268905566
877	0.1266630472
878	0.126533908
879	0.1263570277
880	0.1260969786
881	0.1258981782
882	0.1257251055
883	0.1255612532
884	0.1253216456
885	0.1250948752
886	0.1249156466
887	0.1247016146
888	0.1246033352
889	0.1244220054
890	0.1242400535
891	0.1240306766
892	0.1238277243
893	0.1236273314
894	0.123309555
895	0.1230974221
896	0.1228354037
897	0.1226754471
898	0.122478404
899	0.122322771
900	0.1220794502
901	0.1219041447
902	0.1217400756
903	0.1214543963
904	0.1213439758
905	0.1211835267
906	0.1209884569
907	0.1207934089
908	0.1205659554
909	0.1204569287
910	0.1202146108
911	0.1200263485
912	0.1197410988
913	0.1195435838
914	0.1193222101
915	0.1192374042
916	0.1190660321
917	0.1188568368
918	0.1186373451
919	0.1184490213
920	0.118246814
921	0.1181137082
922	0.1179761593
923	0.1177767852
924	0.117586234
925	0.117373906
926	0.1172510164
927	0.1169530144
928	0.1168232167
929	0.1166441613
930	0.116524242
931	0.1163301146
932	0.1161931478
933	0.1159830817
934	0.1158045926
935	0.1156202686
936	0.1154713481
937	0.1153096734
938	0.1150748455
939	0.114957672
940	0.1147930883
941	0.1145819516
942	0.1143347559
943	0.1141248244
944	0.1139679731
945	0.1138451523
946	0.1136547742
947	0.1134783313
948	0.1132866375
949	0.1131641
950	0.1129362047
951	0.1127826255
952	0.1126582588
953	0.1124796051
954	0.1122811926
955	0.1121626258
956	0.111913169
957	0.111715162
958	0.1115679656
959	0.1113559156
960	0.1112227401
961	0.1110129646
962	0.1107413676
963	0.1106431473
964	0.1104186327
965	0.1102576085
966	0.1101440704
967	0.1099496002
968	0.1097638274
969	0.1096416951
970	0.1095158399
971	0.1093110571
972	0.10916779
973	0.1090141245
974	0.1088229375
975	0.1085882915
976	0.1084275903
977	0.1083077976
978	0.1081794704
979	0.1080833002
980	0.1078512831
981	0.1076770982
982	0.1073950228
983	0.1072875131
984	0.1070991753
985	0.1069513055
986	0.106801667
987	0.1067088675
988	0.1066381184
989	0.1064516328
990	0.1062829936
991	0.1060801607
992	0.1059888592
993	0.1058771842
994	0.1057578729
995	0.1055130223
996	0.1053375827
997	0.1050728903
998	0.1048701572
999	0.1047281481
1000	0.1046074223
1001	0.104425642
1002	0.1042751298
1003	0.1040800059
1004	0.1039009634
1005	0.1037953048
1006	0.1036353504
1007	0.1034505959
1008	0.103249695
1009	0.1031047477
1010	0.1029787565
1011	0.1028907714
1012	0.102782336
1013	0.102579952
1014	0.1024369072
1015	0.1022723774
1016	0.1021055232
1017	0.1019197293
1018	0.1017144771
1019	0.1014917547
1020	0.1012837722
1021	0.1011545626
1022	0.1010197324
1023	0.1008480281
1024	0.1007080411
1025	0.1005669009
1026	0.1004163037
1027	0.1002641188
1028	0.1000910811
1029	0.09997197934
1030	0.09984334261
1031	0.09963462874
1032	0.0994422619
1033	0.09928808247
1034	0.0990836997
1035	0.09893966484
1036	0.09877818779
1037	0.0986335228
1038	0.09849402408
1039	0.09833376152
1040	0.09815357942
1041	0.09797965094
1042	0.09775859806
1043	0.09762037338
1044	0.09753161865
1045	0.09733904001
1046	0.09708819216
1047	0.09688197759
1048	0.09673845651
1049	0.09662750656
1050	0.09648712967
1051	0.0963184893
1052	0.09616036614
1053	0.09598456267
1054	0.09577708359
1055	0.09557518607
1056	0.09539869312
1057	0.09525225779
1058	0.0950811446
1059	0.09492111305
1060	0.09481640986
1061	0.09467099326
1062	0.09446705188
1063	0.09438321348
1064	0.09425994375
1065	0.09416046984
1066	0.09401862781
1067	0.09392144412
1068	0.09369483064
1069	0.09352326154
1070	0.09336752358
1071	0.09325254804
1072	0.09312504321
1073	0.0929683314
1074	0.09284489264
1075	0.09271197048
1076	0.09252211016
1077	0.09243339666
1078	0.09231487176
1079	0.09211507191
1080	0.0919994854
1081	0.09185493494
1082	0.09170551726
1083	0.09151697442
1084	0.09142049492
1085	0.09128176357
1086	0.09115875616
1087	0.09104605909
1088	0.09091299637
1089	0.0907295236
1090	0.09057801839
1091	0.0904309522
1092	0.09028157516
1093	0.09013338757
1094	0.09000157113
1095	0.08986006577
1096	0.08976102089
1097	0.08962563696
1098	0.08952292557
1099	0.08939134207
1100	0.08928025981
1101	0.0892148839
1102	0.08903140202
1103	0.08888352451
1104	0.08878008108
1105	0.088669482
1106	0.08851463793
1107	0.08838947441
1108	0.08820391863
1109	0.08803664849
1110	0.08786858047
1111	0.08774153526
1112	0.0876253306
1113	0.08747722562
1114	0.08739594765
1115	0.08731397028
1116	0.08718176969
1117	0.08705511265
1118	0.08683699917
1119	0.08672449195
1120	0.08661858954
1121	0.08649464943
1122	0.08638189807
1123	0.08615402895
1124	0.08605325542
1125	0.08597535293
1126	0.08582910237
1127	0.08565000188
1128	0.08552738142
1129	0.08537252811
1130	0.0853046271
1131	0.08517121697
1132	0.08500205544
1133	0.08491717663
1134	0.08482343128
1135	0.08474885778
1136	0.08465912686
1137	0.08448200811
1138	0.08434806754
1139	0.08423129459
1140	0.08410180462
1141	0.08399100213
1142	0.08390992142
1143	0.08375988346
1144	0.08362857833
1145	0.08346959154
1146	0.0833083494
1147	0.08319060973
1148	0.08303098606
1149	0.08293967602
1150	0.08275134124
1151	0.08267404881
1152	0.08253191353
1153	0.0824247108
1154	0.08233325994
1155	0.08219593056
1156	0.08209111516
1157	0.08198354037
1158	0.08180665235
1159	0.0816731869
1160	0.08157693672
1161	0.08146541411
1162	0.08129904369
1163	0.08117623203
1164	0.08103870127
1165	0.08089147447
1166	0.08076965428
1167	0.08064700664
1168	0.08054429699
1169	0.08039350697
1170	0.08027221453
1171	0.08013027868
1172	0.08001456562
1173	0.07989223879
1174	0.07972693807
1175	0.07956743283
1176	0.07947866077
1177	0.07932372197
1178	0.0792318558
1179	0.07910703074
1180	0.07895773448
1181	0.07882860834
1182	0.07871392473
1183	0.07860268072
1184	0.07848653054
1185	0.07840128266
1186	0.07825321399
1187	0.07816115241
1188	0.07806189386
1189	0.07799327665
1190	0.07785900796
1191	0.07776232362
1192	0.07759257789
1193	0.07747179612
1194	0.07735451132
1195	0.07720173841
1196	0.07709452344
1197	0.07692764013
1198	0.0768336655
1199	0.07671164171
1200	0.07661040044
1201	0.07651298406
1202	0.07640162451
1203	0.07632919798
1204	0.07613321946
1205	0.07595049296
1206	0.07586796508
1207	0.07576184979
1208	0.07564514247
1209	0.07553461326
1210	0.07543893767
1211	0.07530161657
1212	0.07515526566
1213	0.07506459418
1214	0.07490187137
1215	0.07476368007
1216	0.07464841977
1217	0.07457898774
1218	0.07445132764
1219	0.07434945035
1220	0.07426525231
1221	0.07412909709
1222	0.07406689927
1223	0.07390847923
1224	0.07379119109
1225	0.07365660465
1226	0.07356975041
1227	0.07343747467
1228	0.07334798723
1229	0.07324061929
1230	0.07315453319
1231	0.07302940985
1232	0.07297720312
1233	0.07288308476
1234	0.07281463699
1235	0.07270162816
1236	0.07256406894
1237	0.07245227884
1238	0.07233125063
1239	0.07225189285
1240	0.07218048802
1241	0.07209051806
1242	0.07199916788
1243	0.07185542008
1244	0.07177529529
1245	0.07162396539
1246	0.07150425173
1247	0.07137270373
1248	0.07123966317
1249	0.07114980474
1250	0.07104882759
1251	0.07091808187
1252	0.07081189708
1253	0.07070529411
1254	0.07064738454
1255	0.07054452869
1256	0.07043266864
1257	0.07029036915
1258	0.07018836906
1259	0.07007591415
1260	0.06999232759
1261	0.06989258526
1262	0.06977991393
1263	0.06970273349
1264	0.06959264658
1265	0.06947683932
1266	0.06936896809
1267	0.06929077827
1268	0.06922368396
1269	0.06912455041
1270	0.06901415105
1271	0.06889593764
1272	0.06879606585
1273	0.06870456807
1274	0.06859950773
1275	0.06846595451
1276	0.06834117719
1277	0.06821899694
1278	0.06810560721
1279	0.06799861126
1280	0.06787213226
1281	0.06779543999
1282	0.06768330814
1283	0.06761018638
1284	0.06750270251
1285	0.06738216222
1286	0.06730420517
1287	0.067158509
1288	0.06705717297
1289	0.06695559873
1290	0.06688014951
1291	0.06675934529
1292	0.06665687508
1293	0.06654170144
1294	0.06644864489
1295	0.06639940895
1296	0.06629531297
1297	0.06619296521
1298	0.06611104638
1299	0.06594783309
1300	0.06585258955
1301	0.06574164777
1302	0.06563407168
1303	0.06551225585
1304	0.06537923454
1305	0.06530363079
1306	0.06520348466
1307	0.0650578805
1308	0.06495660868
1309	0.06487562236
1310	0.06476229367
1311	0.06470384001
1312	0.06459654605
1313	0.06447451748
1314	0.06435691745
1315	0.06428141969
1316	0.06411126125
1317	0.06398805146
1318	0.06389416031
1319	0.06378651605
1320	0.06369907119
1321	0.06353909264
1322	0.06343287401
1323	0.06332065751
1324	0.06321327032
1325	0.06313784451
1326	0.06304535368
1327	0.0629976247
1328	0.06292993796
1329	0.06279048402
1330	0.06273523297
1331	0.06265577863
1332	0.06254590695
1333	0.06245193457
1334	0.06237607402
1335	0.06222760258
1336	0.06210514482
1337	0.06200487896
1338	0.06188828551
1339	0.06182051906
1340	0.06172754772
1341	0.0616229273
1342	0.06152805777
1343	0.06145479829
1344	0.06138867058
1345	0.06130158342
1346	0.06121338533
1347	0.06111789128
1348	0.06102976795
1349	0.06095568088
1350	0.06085764649
1351	0.06077848969
1352	0.06065758968
1353	0.06059482484
1354	0.060518281
1355	0.0604271296
1356	0.06032783466
1357	0.06027022751
1358	0.06018825913
1359	0.06008896654
1360	0.05998345616
1361	0.05985289565
1362	0.05978816857
1363	0.05966193105
1364	0.05955797478
1365	0.05944625712
1366	0.05933460311
1367	0.05924635584
1368	0.05914399764
1369	0.05908216318
1370	0.05893612467
1371	0.05886510634
1372	0.05873592076
1373	0.05865297367
1374	0.05856112755
1375	0.05849053055
1376	0.05840313379
1377	0.05833484391
1378	0.05823634377
1379	0.0581102778
1380	0.05801141839
1381	0.05791702736
1382	0.0578204441
1383	0.05769825239
1384	0.05761944107
1385	0.0575538507
1386	0.05745012623
1387	0.0573635839
1388	0.05726828676
1389	0.05721602742
1390	0.05713455979
1391	0.05703844551
1392	0.05700832559
1393	0.05692342829
1394	0.0568200063
1395	0.05672674837
1396	0.05665584606
1397	0.0565739828
1398	0.05651450093
1399	0.05639929118
1400	0.05629089347
1401	0.05621165318
1402	0.05614207728
1403	0.05605677675
1404	0.05597740508
1405	0.05591008083
1406	0.05585517367
1407	0.05577707513
1408	0.05572037419
1409	0.05566158553
1410	0.0555641722
1411	0.05549833437
1412	0.0554076763
1413	0.05532177358
1414	0.05523265836
1415	0.05517355412
1416	0.0551045754
1417	0.05505042887
1418	0.05497985871
1419	0.05491607541
1420	0.05484497096
1421	0.05477125853
1422	0.05468126472
1423	0.05461344515
1424	0.05452501427
1425	0.05442815762
1426	0.05434036272
1427	0.05429227098
1428	0.05422544899
1429	0.05414584255
1430	0.05409642534
1431	0.05399985456
1432	0.05393903412
1433	0.05384834758
1434	0.05376562949
1435	0.05367413605
1436	0.05359870571
1437	0.05349437851
1438	0.05344330084
1439	0.05335891668
1440	0.05329231101
1441	0.05320729526
1442	0.05314564339
1443	0.05304974732
1444	0.05295337263
1445	0.05287098944
1446	0.05278433046
1447	0.05272561954
1448	0.05267596135
1449	0.05260467173
1450	0.05252065628
1451	0.0524647594
1452	0.05241417058
1453	0.05233282988
1454	0.05227112088
1455	0.05216691404
1456	0.0520815609
1457	0.0519846631
1458	0.05191457929
1459	0.05184640809
1460	0.0517757249
1461	0.0516825245
1462	0.05161373081
1463	0.05154149099
1464	0.05146686997
1465	0.0514099283
1466	0.05132877897
1467	0.05127691867
1468	0.05122805088
1469	0.05116634436
1470	0.05108134353
1471	0.05100619553
1472	0.05095078594
1473	0.05088287138
1474	0.05080864862
1475	0.05071252354
1476	0.05067627704
1477	0.05057851385
1478	0.05052777539
1479	0.0504571657
1480	0.05038229344
1481	0.05032357724
1482	0.05022970191
1483	0.05013534181
1484	0.05007869196
1485	0.05003704254
1486	0.04996492155
1487	0.04987427954
1488	0.04978678115
1489	0.04969043876
1490	0.04959706175
1491	0.04951444579
1492	0.04946776318
1493	0.04942847211
1494	0.04935038319
1495	0.04930635184
1496	0.0491910713
1497	0.04909910891
1498	0.04898671972
1499	0.04889611804
1500	0.04882946644
1501	0.04877206795
1502	0.04871658519
1503	0.04866110716
1504	0.04857417649
1505	0.04852336418
1506	0.04840422894
